,wt_1,wt_2,wt_3,wt_4,wt_5,wt_6,wt_7,wt_8,wt_9,wt_10,wt_11,wt_12,arp5_1,arp5_2,arp5_3,arp5_4,arp5_5,arp5_6,arp5_7,arp5_8,arp5_9,arp5_10,arp5_11,arp5_12
YOL038C-A,381.061596,408.8110949,400.8605833,410.2717649,361.3545931,350.6010368,326.0826454,329.0829182,301.5455897,317.2069805,348.6195459,337.8601584,258.7279358,228.7187609,238.0980533,218.7457365,209.8173655,230.4131409,239.0610325,247.358968,232.5131698,226.000133,228.5952701,248.4842784
YOL037C,44.17468337,36.34432988,34.05565897,26.06395955,36.37805362,32.05516004,54.13934897,43.06858663,53.17148494,61.48463544,51.78324897,49.05086471,41.20497481,40.57789454,51.8196284,45.89327809,49.01227008,44.46503249,36.44445581,50.45329483,67.12639653,51.54558655,48.57251699,59.70050158
YOL031C,212.037968,212.2081652,190.7230493,195.335228,349.1454782,369.9004542,385.91442,414.3415286,320.1305322,301.3646382,252.6559837,273.8239178,170.29858,176.3220885,185.8305341,172.1743078,242.7396456,247.5930271,246.5547799,246.6165759,218.7246087,209.5861483,234.2726548,178.0103718
YOL029C,38.57843825,25.8865195,28.24444577,28.42873928,20.82460638,29.90688189,36.33824148,29.05929528,40.25426534,24.72810458,37.62929663,33.52523826,30.21370161,38.24787029,72.85218461,38.89105898,32.00496106,39.45935851,33.19237788,41.87269536,54.70695777,37.68388818,38.40363892,61.95648205
YOL028C,134.6772623,147.0710079,128.3405427,120.2256116,135.4558555,144.8370172,119.1171647,149.3875127,125.8147507,136.1599698,128.9775729,115.0069126,140.0005312,122.5643638,121.4359509,123.4417309,130.5927033,151.5208898,152.3959265,149.9458799,139.6038514,155.5753584,145.9164052,126.4321761
YOL027C,531.3231759,526.200588,453.0665351,472.9151318,458.042879,407.3550771,444.3678418,529.3559491,496.5618685,499.3857437,468.9466747,462.2544998,505.3661395,519.6421794,478.6203515,480.810297,516.7970348,502.776578,486.0834203,485.3379531,487.88194,473.6236786,504.5332926,501.5454758
YOL026C,661.4187348,716.6592569,637.2518505,623.0969861,703.0117073,698.4896058,851.0830801,844.2874754,818.9319082,816.7011583,711.749513,676.7535352,414.0540276,436.9595015,466.2774325,514.4716745,427.8210482,427.4573297,480.7524747,486.4858191,482.5603643,407.3221726,486.2205322,541.6844308
YOL022C,58.85141876,78.49405782,66.02653732,52.12758564,81.15300903,89.98766604,60.77802236,88.96757293,80.54460452,64.93477663,66.12628534,71.71244635,48.24927643,35.29929264,57.70270156,43.62288414,52.62108943,50.98397819,54.4771272,58.17584704,52.19546366,41.00530051,46.1187353,53.06782287
YOL021C,719.0516809,616.9330117,689.2647206,635.3660703,678.6199877,699.8080011,632.3085645,643.7949506,736.1813273,698.3793268,637.50868,550.878953,578.891503,627.1580712,606.4418487,547.7711365,487.6380503,557.9815936,525.0604975,511.388177,564.5760825,547.9145111,563.5262276,642.6766316
YOL018C,459.3097532,477.3259377,502.4158039,380.3627961,420.9825292,418.2879336,393.8840119,389.4710288,419.3888989,440.3743276,514.6617291,423.3871309,397.7017823,408.0055069,374.1918281,352.0539272,311.059182,318.4339902,352.4617117,405.744905,354.8148063,443.1901811,357.4336628,331.8471437
YOL016C,142.5421027,141.4791003,154.2743222,152.9521106,119.5273397,147.9047033,150.9118626,179.030233,165.003079,137.08016,186.5565701,170.3292341,148.455769,124.4532269,156.9068289,144.9232966,146.6896004,155.9373165,146.1284148,155.8679431,175.2089289,163.2508886,190.0742357,173.0062527
YOL013C,224.774608,198.0306138,194.3638342,178.220588,179.3957582,204.8733891,218.1887178,229.5123725,248.0724224,226.5543224,216.24261,223.9255912,350.4906729,322.7446791,331.9268164,354.1898252,310.2937719,289.7555905,338.5939951,319.5375941,337.5670338,350.7747815,331.627928,320.950015
YOL012C,943.364205,1011.717903,889.4174225,867.2496756,858.2797979,844.4629506,864.8345006,920.4156214,881.6587284,941.1350974,916.8129038,924.9296232,600.1679568,587.2397243,644.0004071,642.4522579,650.9278772,661.3279989,682.0919391,625.2712039,586.0521269,632.698412,628.8149093,700.1789003
YOL009C,115.4852619,136.6828018,88.75153409,61.31106389,90.92552891,104.0724604,126.9916956,128.4163663,146.6747896,135.0658271,140.3441104,130.5317196,62.70729842,71.18419735,82.66773963,84.97561557,77.38615086,73.31635572,80.56623563,87.19589729,82.52720222,85.52576971,81.19581921,80.82537555
YOL007C,259.0642748,261.4441362,260.2960859,237.1751336,207.0712905,271.4782894,345.3480963,362.5534699,285.8881696,293.0507497,289.7001926,299.529237,408.0096671,409.122871,439.3662348,377.7917758,386.6863255,374.1345943,437.0836718,418.0124551,434.6857483,403.3472089,421.7383545,411.6625729
YOL006C,240.7662165,211.4541137,255.2260275,231.7031,209.8415103,240.1111868,212.2477206,241.5020055,212.6924872,250.325868,215.0820567,221.010468,124.5604438,136.4859394,130.5168134,133.7254936,113.0129789,131.5653201,145.3668092,164.6017779,110.2060226,144.8609721,113.1084717,134.8138589
YOL005C,712.6144661,651.5681467,659.7712558,624.9646552,716.2679611,700.6101681,754.7106222,748.2697606,711.2398677,743.6781101,651.5578632,700.006423,639.2906669,668.4762973,626.8802884,641.8862204,638.2554032,667.7379429,678.7768379,650.1491201,630.0297768,647.1861942,535.0581348,550.6699278
YOL003C,126.8219251,115.3514466,84.22177235,93.47785816,89.39683316,99.25361489,113.249258,116.6247888,117.0345217,120.7451764,131.4450293,108.714346,101.6287448,109.0793415,76.62804876,95.7555212,94.92652137,121.8961288,109.0443046,118.4190721,126.6447054,97.6560736,93.33569969,103.3095271
YOL002C,268.7471058,225.2806014,193.7372114,213.0899353,215.9011837,250.4292313,272.4870218,261.1522103,288.5444836,271.4440084,231.5116223,236.2045538,282.4435531,292.1323482,299.4085915,323.4717388,314.3481119,332.6114842,272.2645664,289.2562957,311.2539178,320.3850386,281.4441263,308.8694974
YOR005C,162.4347195,131.7376201,94.66861546,126.2777695,152.8173723,150.8547193,198.3687547,186.7342115,189.5560129,193.0081697,166.597225,158.1551671,156.2598352,165.9536129,146.0230961,134.9072205,104.9999095,111.9373143,146.204935,179.1367043,179.4329054,142.1957541,113.816896,154.2386818
YOR006C,125.1423766,140.082677,108.2190354,116.0500362,117.1398773,135.6237822,152.6231999,144.2223761,148.4827049,135.649522,106.3185544,123.9567021,104.6090121,110.9018553,102.7667879,121.5999803,118.7736926,67.24918481,144.8013512,130.7195106,119.3123374,113.9685849,94.9729931,109.2193112
YOR007C,254.2632564,239.3388467,249.5121953,228.490413,249.9095291,228.3620191,247.0085711,273.3521654,275.568943,273.6173429,278.2850662,235.9717908,171.3366783,192.850579,179.1477318,161.3445222,156.7314593,180.9927869,182.1681941,170.6722438,173.7894574,182.5837936,205.4426405,190.6374988
YOR008C,218.4965498,208.1762293,214.0187358,199.8043456,204.0783036,210.0641797,232.0656876,238.8606386,221.5439013,214.2046991,241.0249757,247.1476799,397.3538398,343.3250407,363.7624295,359.9740528,337.5464493,350.0573584,328.2548828,286.7897755,370.4224656,364.8096169,389.0448428,372.2842977
YOR010C,430.9291618,439.0601065,562.0149242,496.2100087,424.5129323,433.2155867,403.9366236,425.3688201,370.3095702,400.4767192,409.9800675,434.9330964,653.0674729,638.0870191,521.1510118,560.8801962,498.7400516,458.9650211,400.8217348,394.9275814,500.639374,516.0540279,560.1192456,598.5909929
YOR016C,88.50428479,74.48727649,79.46903121,73.10590112,85.6420708,81.59452512,88.92253536,87.28655545,78.01446433,82.6907229,93.14306861,84.04154313,63.97801767,54.71103982,85.86544152,69.35595738,90.97698321,74.73364926,67.53850882,91.82994955,80.93179969,78.25624091,79.33797599,94.01826701
YOR020C,347.0037431,296.4062382,302.433439,301.2591871,354.0434326,390.9068606,331.6044825,390.3335669,369.6537292,348.7701732,416.882532,404.4862614,191.5586649,191.2652698,222.7289527,198.0712386,233.2135232,211.4111489,222.9894458,216.6470109,215.6529019,202.1236479,213.0616272,223.6521315
YOR021C,182.3762812,191.2029366,174.2179287,166.9144863,186.324396,192.5058469,193.6223541,186.3977403,178.8453636,178.5664931,195.0730004,188.188448,155.5191982,128.1626473,179.6189105,160.5976301,146.4300653,166.9873494,172.2868653,166.0580139,140.7305921,169.8042641,177.789279,189.8475583
YOR022C,76.03074113,66.06190119,61.9919571,59.83300624,52.49285031,57.96539858,70.72567563,68.02451546,85.57466552,78.51478255,73.93738661,82.32338634,53.70148707,36.31397315,63.45259273,47.24858537,44.86214431,52.04719711,63.37651753,54.61865337,59.91564299,51.63176698,51.24778369,39.80857858
YOR023C,1064.506056,1140.348979,983.8708944,1032.84962,1081.844896,1095.623265,1095.810029,1061.81177,1123.932543,1075.85442,1084.755826,1025.994583,1042.100801,1002.114637,1030.46109,988.8438737,1147.050068,1101.580229,1103.115666,1047.378579,1036.265473,1000.527064,990.1784961,1050.350869
YOR028C,252.2235515,273.2460644,318.8025686,262.7270427,164.9489595,164.8096654,165.1839976,138.7375493,127.9762399,164.7045917,207.5841857,198.742967,275.1036985,269.3021746,216.2578974,274.9632372,174.2205788,189.2633306,256.3392168,226.2497684,245.7777832,228.0907108,266.3860722,249.0479568
YOR032C,897.0461414,881.3835351,1035.626526,971.1629389,799.6387004,806.6964148,756.1856428,727.5006883,747.7374358,822.9730891,802.1238593,789.4802002,819.215987,802.5538717,773.0558558,891.7256438,796.1161069,842.1245427,798.4730495,792.6785107,849.9752298,856.9660776,922.8095537,919.9232871
YOR033C,80.5158796,90.46046981,66.33589313,86.41204563,74.19946055,73.86877531,80.01493471,90.30331276,83.62475085,95.97218564,81.97665964,81.43211732,127.6773592,145.2731382,108.6890772,115.7904712,124.5939506,110.8687276,176.1234469,142.2028799,148.7512847,150.8220332,95.94874373,127.0528679
YOR034C,90.47025617,96.23488936,115.8676188,114.2928158,100.4833564,111.346333,94.04738456,85.7806074,90.55826493,67.95402364,107.5429968,105.3639178,141.9026935,131.6586263,128.7588585,156.3277659,119.9055249,130.9197822,133.5921512,118.8554808,128.4592143,125.5331798,127.0925062,125.715429
YOR034C-A,41.5774779,41.88935771,28.32977124,19.07698084,14.64454005,19.96541817,25.20583011,30.9459701,46.77466263,27.25624223,46.96205193,35.67448867,45.11486998,18.07128633,47.86265267,37.45672635,42.35170639,30.05255413,28.29804858,34.60878707,46.17332438,35.8352193,36.94056848,58.99972676
YOR035C,195.7605621,212.4094126,183.143788,215.3620589,195.9932233,184.9323876,211.3872091,190.8099162,186.7110758,193.9917968,217.932411,193.3528783,144.6014543,161.4640372,154.2668417,168.1739599,165.8323258,161.8813987,158.1600929,166.8282688,142.7150468,155.970518,152.6071106,182.5555083
YOR038C,161.6338426,186.3557499,143.5266731,143.0610736,155.5826591,141.5024748,150.8232819,149.5947053,157.2947706,143.0052647,160.0980758,176.9107595,88.03857804,96.44351209,95.80943984,124.8603037,109.8221762,112.0717843,127.7543509,103.4410158,119.5588306,111.5916854,122.3566602,112.8594163
YOR041C,331.9405604,314.9239967,343.6242042,328.8312425,389.2880834,399.109353,387.9998282,386.7774305,352.326027,364.3822391,326.2270801,316.9243326,245.610023,224.33612,243.278662,250.4255767,295.5137034,274.0239424,278.9347142,228.5141566,228.439071,209.4822875,277.0073161,236.4157942
YOR046C,75.94868186,97.38065225,77.33284436,86.87403033,79.35481975,79.89643745,84.31701743,72.34580292,81.30827332,70.36623527,79.64984351,86.46440353,65.77328225,77.88371509,83.51630647,64.2661977,78.34500899,70.46790372,70.96130402,86.22207505,66.07414031,87.69233949,78.84402253,80.36409453
YOR047C,233.9484994,250.5739487,277.9789163,294.3034029,260.9981149,223.2593985,208.5916153,211.1338731,195.5303311,196.7034951,209.7632529,199.5241209,300.5084412,275.7931177,237.9859477,274.1440049,270.4134643,253.8146116,239.147592,232.1932412,221.7290127,233.4261378,212.8907435,244.3224876
YOR048C,199.558128,189.1888177,203.4933032,197.2061929,164.5968269,177.9665402,177.384383,176.0199658,169.6042133,142.5237215,166.9847901,159.842973,119.1755236,123.5310322,142.1249319,144.5404218,158.0517911,118.0729838,142.5496405,136.8074793,150.6703913,154.6353016,139.1021766,128.9967712
YOR049C,433.6809895,451.320625,510.1241834,465.6022914,502.7710406,491.7256638,421.9962744,428.8025769,436.1342067,453.0452593,408.9419933,413.1878239,864.463159,766.6368866,761.9465046,740.1986364,742.2238818,756.1677975,754.3251167,706.798218,764.3073149,794.284561,772.0812198,773.4579168
YOR050C,35.15144591,42.40875403,28.41212189,35.49173942,25.14710858,23.2575986,30.19966922,45.86717283,36.09415011,51.18108306,33.87870311,43.70792741,32.47249381,27.45885534,46.11248846,43.43314837,31.70432104,35.95795523,23.18646008,28.67572668,38.92575762,30.86775533,35.48420817,38.20148834
YOR051C,158.4215535,155.4395692,215.4185973,218.4246931,177.742623,183.8177945,153.0457832,132.1821408,141.5321655,115.3450143,149.381175,171.4617518,226.2631729,214.5169369,198.9329777,184.0720408,188.5426903,168.457351,206.0547226,184.5770637,209.2468688,194.7886242,207.4769039,190.1033907
YOR052C,462.433721,436.1213861,454.8304224,436.2745613,360.3093304,405.548933,383.3023646,365.727044,368.6475589,400.3084029,440.1920694,448.9899676,671.3252498,628.7462324,614.8242581,674.0552485,602.6192567,610.6426535,649.8804714,651.5661546,610.1707947,628.5831828,710.5370844,658.7276114
YOR054C,308.8634186,265.3362884,207.0835755,203.04599,144.847399,138.6881101,153.8409094,153.4194235,174.7808414,185.3199177,258.8115122,271.8507646,356.8397308,324.9003407,307.548197,300.1567345,268.3109177,253.1594546,290.9640414,278.3388679,284.2259065,324.9602113,350.8011702,336.1727725
YOR056C,312.9014984,308.8227929,294.3930103,290.0255413,342.7303028,315.7083224,308.087229,331.3037734,306.5715838,291.9869088,272.9587909,266.8408692,259.5427844,282.6706064,262.483555,283.4310927,322.7990681,283.4136423,257.9974713,274.4984028,276.9976462,263.3627763,269.2291743,266.1934828
YOR058C,99.39634664,84.63276455,105.5607171,146.2310343,119.3922803,142.7237353,116.1912001,107.831453,100.7569243,93.77446701,100.1975986,103.5547009,83.99012124,101.43689,110.0819611,89.41417845,58.45909122,55.54335646,76.45516334,74.52749085,68.98013403,78.93184756,44.19291372,85.68428459
YOR059C,101.0930046,93.18352897,78.78101074,73.32047379,88.38970296,80.90584153,88.71379259,90.45560669,90.90801484,75.32470001,89.05044263,85.52566671,24.70564705,33.04163228,45.37432451,42.18996304,41.18979174,52.30252252,34.46087182,28.40569185,61.9190835,44.92330583,34.65852377,51.51284454
YOR060C,165.3477841,143.4443039,176.6509802,179.4779006,171.6973385,161.4000667,153.3657383,179.7269355,175.1954694,166.7185049,167.9943536,178.5541283,391.557742,362.0440569,324.5252286,342.2929455,291.0895719,289.5299929,271.9884698,241.7982948,341.3791966,324.3378604,325.0835416,359.1170078
YOR062C,1031.102857,1013.755608,1063.839283,1059.752413,965.3536317,1020.406653,964.0635656,973.2689908,898.1281127,893.4788638,938.2740288,965.3655517,1045.39432,1012.323707,967.425542,983.6120019,963.832852,980.8820825,965.0242971,901.573719,936.2318661,926.8782695,976.1468567,945.6904411
YOR064C,676.5775051,691.9137627,617.1634552,656.354073,617.5756663,689.9995937,692.4644348,649.3864728,697.8231422,614.5119063,608.8870316,645.5445483,907.9123307,896.2589206,902.2478643,885.2148407,944.2962496,891.3613492,945.2486703,959.9785098,927.4777436,838.9481514,870.9826094,882.4184337
YOR067C,62.17123881,73.14928841,60.32673709,58.88239821,60.76715426,53.75134503,58.87756303,51.21426459,58.62720056,65.16215517,75.78876918,66.82421176,66.41936332,82.93702107,60.45785151,56.92957515,62.68665536,57.84934886,46.81514837,60.17880698,88.66999488,65.71473481,65.89888234,67.03698754
YOR070C,176.9858434,152.2060665,144.452102,166.4628423,200.2978554,194.5738249,202.6108891,175.8338686,186.5029303,200.2464134,199.6932273,157.3363307,277.0383652,264.5408065,280.1910032,247.4988713,287.7568031,263.0392811,272.9827347,237.7233984,264.6107836,240,247.3484506,241.8579395
YOR071C,384.7091902,335.6264382,548.2593458,517.8818389,661.8205834,702.474817,524.5868722,587.0707119,518.7203102,554.1074354,470.3173703,509.4717964,505.5004179,489.2441374,468.3082689,493.2260911,514.9834684,521.3315888,499.3785265,522.8501562,471.249061,522.7205618,529.8537238,480.4160741
YOR074C,133.4035301,137.3478146,120.9599739,111.3805625,106.4816348,106.1366924,154.4902133,152.5581578,142.6216156,126.4037856,126.9655311,122.5073276,80.14929742,60.49263131,77.95513859,78.19987433,114.7542427,79.47730795,114.5449088,111.6502796,97.79192205,92.81188803,90.37357754,79.56563321
YOR076C,356.0614079,406.6000411,397.3415585,382.2742332,362.2576515,338.6716474,337.2280439,309.329295,362.8569041,357.2813609,372.1231842,349.3059082,269.2730135,281.4420811,266.5715857,234.056571,276.9138251,315.1487796,288.694583,290.1111021,251.0957291,262.0278,234.2053345,246.4445774
YOR079C,61.79599586,72.74661568,60.01375126,69.25872009,93.89048142,84.22043782,85.90051424,86.81803692,85.06427804,95.33479793,74.88529287,69.16303376,99.95678751,89.06359643,83.49387707,119.555179,96.68648188,99.12280032,79.89824638,70.36805192,100.6724497,105.2783603,82.38103869,102.9193688
YOR081C,157.3690746,195.7056424,169.3337133,163.4163275,145.0291007,160.1457472,130.5654363,142.619286,144.2412097,133.449179,137.4319917,146.8036835,98.85342038,97.50312839,110.4038907,107.7010297,114.1685613,107.312984,93.73603018,93.95540235,109.4506276,89.42434227,126.3894987,139.9814535
YOR086C,593.2710214,519.4884595,567.4473931,548.1098347,631.709911,594.4095392,626.9967547,674.3431603,631.488135,647.4440755,558.7391273,619.5336479,425.4383199,398.2469537,401.1349464,493.0808546,352.5100227,377.0157356,446.9694164,430.3827451,406.8971073,387.6411265,444.1705882,445.7128849
YOR089C,187.5537239,172.3885675,164.8153129,191.976296,191.0063671,210.1867402,192.7462415,200.9315638,216.5857844,213.7006922,196.7796688,199.0333111,135.8394697,143.9504044,133.1672905,151.7186601,155.3522807,147.6281797,140.2506657,142.5273022,163.5396013,137.5740402,140.4599583,138.2788144
YOR090C,348.8875945,356.5319175,348.7572189,352.8516173,343.0166091,364.374465,317.0907242,355.0413734,291.4483648,295.8040222,301.5577321,343.9068047,275.3964067,243.5185499,247.8220298,243.3853733,256.6335926,265.0559894,240.9851019,222.4297542,210.7544782,241.4792746,276.9491407,266.307587
